REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION
2020-11-16,Abruzzo,571,59,13499,690,12869,19823,347929,v1
2020-11-16,Basilicata,140,27,4072,85,3905,5106,127634,v1
2020-11-16,Valle d'Aosta,151,16,2266,253,2099,5345,50819,v1
2020-11-16,Umbria,375,72,11239,262,10792,19159,361474,v1
2020-11-16,Lombardia,7901,855,152339,19466,143583,324908,3568531,v1
2020-11-16,Lazio,3099,278,69270,1680,65893,86681,1854203,v1
2020-11-16,Sicilia,1501,224,29765,932,28040,42993,824760,v1
2020-11-16,Campania,2190,192,91514,1066,89132,115266,1292302,v1
2020-11-16,Liguria,1381,111,15901,2124,14409,43742,529552,v1
2020-11-16,Toscana,1777,284,53851,1915,51790,81836,1347451,v1
2020-11-16,Marche,499,78,14211,1119,13634,23598,370514,v1
2020-11-16,Molise,56,7,2082,71,2019,3121,76439,v1
2020-11-16,Piemonte,5074,378,72940,5117,67488,128941,1288923,v1
2020-11-16,Puglia,1295,182,25525,1021,24048,35482,666842,v1
2020-11-16,Veneto,1985,252,62698,2867,60461,102842,2571888,v1
2020-11-17,Lombardia,8151,894,156567,19668,147522,333356,3606814,v1
2020-11-17,Calabria,353,53,7738,187,7332,11070,325886,v1
2020-11-17,Valle d'Aosta,152,17,2163,257,1994,5499,51410,v1
2020-11-17,Friuli Venezia Giulia,454,44,10421,556,9923,19929,629511,v1
2020-11-17,Umbria,368,70,11244,275,10806,19510,367077,v1
2020-11-17,PA Trento,388,35,2994,542,2571,13025,333667,v1
2020-11-17,Sardegna,512,64,10784,340,10208,16096,327258,v1
2020-11-17,PA Bolzano,482,44,10701,414,10175,18104,278912,v1
2020-11-17,Abruzzo,590,66,14008,703,13352,20552,352882,v1
2020-11-17,Veneto,1980,266,63071,2967,60825,105966,2590427,v1
2020-11-17,Basilicata,150,30,4326,85,4146,5375,130005,v1
2020-11-17,Lazio,3066,308,71255,1739,67881,89219,1879261,v1
2020-11-17,Puglia,1316,181,26607,1057,25110,36716,673070,v1
2020-11-17,Piemonte,5150,384,73786,5190,68252,131547,1305054,v1
2020-11-17,Campania,2236,201,92726,1085,90289,118285,1308480,v1
2020-11-17,Marche,525,78,14511,1130,13908,23955,372822,v1
2020-11-17,Liguria,1393,117,16531,2144,15021,44427,535222,v1
2020-11-17,Toscana,1792,277,54152,1967,52083,84197,1363146,v1
2020-11-17,Sicilia,1505,227,30756,971,29024,44691,835534,v1
2020-11-17,Emilia-Romagna,2451,247,57268,5115,54570,93285,1895816,v1
2020-11-17,Molise,60,9,2201,72,2132,3268,77253,v1
2020-11-18,Valle d'Aosta,146,17,2093,259,1930,5586,51936,v1
2020-11-18,Veneto,2079,274,64306,3019,61953,108938,2607348,v1
2020-11-18,Calabria,388,46,8531,197,8097,12006,331792,v1
2020-11-18,PA Trento,398,38,2860,549,2424,13261,337891,v1
2020-11-18,Abruzzo,621,65,14390,712,13704,21193,357482,v1
2020-11-18,Emilia-Romagna,2449,244,59319,5168,56626,95654,1916548,v1
2020-11-18,PA Bolzano,481,39,10901,425,10381,18685,282380,v1
2020-11-18,Umbria,368,74,11274,286,10832,20011,371777,v1
2020-11-18,Friuli Venezia Giulia,470,49,10754,567,10235,20725,636812,v1
2020-11-18,Lombardia,8323,903,152083,19850,142857,340989,3644914,v1
2020-11-18,Basilicata,144,28,4504,99,4332,5612,132066,v1
2020-11-18,Sardegna,505,63,11045,350,10477,16518,330809,v1
2020-11-18,Sicilia,1528,240,32102,1015,30334,46528,845013,v1
2020-11-18,Toscana,1805,282,54110,2022,52023,86705,1385511,v1
2020-11-18,Lazio,3056,318,73491,1819,70117,92085,1906130,v1
2020-11-18,Marche,527,79,14753,1139,14147,24434,377624,v1
2020-11-18,Piemonte,5208,388,75064,5253,69468,134828,1322809,v1
2020-11-18,Puglia,1320,198,27614,1085,26096,38084,683335,v1
2020-11-18,Molise,58,7,2067,80,2002,3366,78177,v1
2020-11-18,Campania,2259,200,95139,1160,92680,121942,1331959,v1
2020-11-18,Liguria,1371,118,16768,2163,15279,45202,542028,v1
2020-11-19,Valle d'Aosta,144,12,2035,271,1879,5677,52636,v1
2020-11-19,Friuli Venezia Giulia,485,48,11645,580,11112,21922,643492,v1
2020-11-19,Abruzzo,658,74,14862,721,14130,21842,362295,v1
2020-11-19,Umbria,369,75,11385,293,10941,20567,377286,v1
2020-11-19,Calabria,395,47,8978,202,8536,12512,334533,v1
2020-11-19,Sardegna,517,67,11392,362,10808,16997,335643,v1
2020-11-19,PA Trento,407,39,2986,556,2540,13527,340985,v1
2020-11-19,Basilicata,147,28,4762,101,4587,5883,134214,v1
2020-11-19,PA Bolzano,469,39,11204,438,10696,19381,285421,v1
2020-11-19,Liguria,1319,119,17027,2178,15589,45994,548215,v1
2020-11-19,Lombardia,8291,915,155580,20015,146374,348442,3682509,v1
2020-11-19,Lazio,3103,329,75541,1880,72109,94782,1933649,v1
2020-11-19,Sicilia,1532,240,33581,1055,31809,48399,856483,v1
2020-11-19,Toscana,1814,287,54124,2073,52023,88677,1403341,v1
2020-11-19,Molise,66,8,2199,84,2125,3520,79299,v1
2020-11-19,Puglia,1324,200,28500,1113,26976,39347,692721,v1
2020-11-19,Marche,526,78,14856,1150,14252,25101,381419,v1
2020-11-19,Campania,2287,194,96186,1192,93705,125276,1355455,v1
2020-11-19,Veneto,2121,279,66582,3057,64182,112691,2624768,v1
2020-11-19,Emilia-Romagna,2489,244,61009,5218,58276,97814,1935478,v1
2020-11-19,Piemonte,5147,390,77237,5331,71700,140177,1364685,v1
2020-11-20,Valle d'Aosta,148,10,2080,278,1922,5832,53347,v1
2020-11-20,Lombardia,8304,930,159641,20190,150407,357663,3724757,v1
2020-11-20,Basilicata,154,27,4943,104,4762,6102,136301,v1
2020-11-20,Calabria,415,46,9367,213,8906,13027,337603,v1
2020-11-20,PA Trento,417,38,3004,563,2549,13761,344029,v1
2020-11-20,Friuli Venezia Giulia,505,54,12175,608,11616,22940,651014,v1
2020-11-20,PA Bolzano,468,38,11511,446,11005,20117,288707,v1
2020-11-20,Umbria,363,71,11368,314,10934,20961,380989,v1
2020-11-20,Marche,542,81,14977,1161,14354,25613,384786,v1
2020-11-20,Toscana,1792,295,53869,2121,51782,90884,1421783,v1
2020-11-20,Abruzzo,661,75,15378,739,14642,22547,366943,v1
2020-11-20,Liguria,1290,120,15954,2207,14544,46755,553862,v1
2020-11-20,Veneto,2170,267,68687,3123,66250,116159,2640734,v1
2020-11-20,Sardegna,526,69,11644,367,11049,17578,339997,v1
2020-11-20,Lazio,3202,337,77746,1921,74207,97449,1960536,v1
2020-11-20,Emilia-Romagna,2534,244,62934,5265,60156,100344,1957785,v1
2020-11-20,Sicilia,1537,242,34756,1098,32977,50033,866503,v1
2020-11-20,Campania,2244,201,98992,1217,96547,129502,1383104,v1
2020-11-20,Piemonte,5225,393,76545,5419,70927,144038,1386198,v1
2020-11-20,Puglia,1408,202,29434,1129,27824,40803,702823,v1
2020-11-20,Molise,52,8,2171,86,2111,3659,80803,v1
2020-11-21,PA Bolzano,450,39,11675,462,11186,20665,291617,v1
2020-11-21,Marche,544,86,15122,1168,14492,26065,387818,v1
2020-11-21,Sardegna,504,70,11914,379,11340,18089,343699,v1
2020-11-21,Umbria,370,75,11423,323,10978,21369,385737,v1
2020-11-21,Calabria,426,45,9788,217,9317,13452,340557,v1
2020-11-21,Basilicata,157,24,5170,110,4989,6362,137987,v1
2020-11-21,Lombardia,8314,936,162685,20359,153435,366516,3769051,v1
2020-11-21,Valle d'Aosta,149,11,2001,281,1841,5923,53960,v1
2020-11-21,Friuli Venezia Giulia,509,55,12757,633,12193,23983,658272,v1
2020-11-21,PA Trento,413,40,2702,577,2249,13973,348903,v1
2020-11-21,Abruzzo,676,73,15597,774,14848,23088,371339,v1
2020-11-21,Campania,2260,198,101135,1249,98677,133056,1407796,v1
2020-11-21,Liguria,1241,119,15873,2227,14513,47516,560338,v1
2020-11-21,Toscana,1798,296,53140,2165,51046,92776,1440310,v1
2020-11-21,Lazio,3257,337,79876,1958,76282,100107,1990582,v1
2020-11-21,Emilia-Romagna,2594,241,65080,5312,62245,103064,1977482,v1
2020-11-21,Molise,51,9,2308,92,2248,3816,81934,v1
2020-11-21,Sicilia,1568,242,36241,1141,34431,51871,875889,v1
2020-11-21,Piemonte,5150,390,76092,5496,70552,146934,1405087,v1
2020-11-21,Puglia,1432,197,30420,1148,28791,42180,712626,v1
2020-11-21,Veneto,2200,275,70747,3190,68272,119726,2658845,v1
2020-11-22,PA Bolzano,453,38,11624,469,11133,21200,294506,v1
2020-11-22,Marche,542,88,15367,1180,14737,26594,391100,v1
2020-11-22,Calabria,433,47,10058,222,9578,13896,342983,v1
2020-11-22,PA Trento,420,41,2542,578,2081,14132,352438,v1
2020-11-22,Sardegna,503,70,12183,389,11610,18493,347631,v1
2020-11-22,Valle d'Aosta,144,14,1919,285,1761,6022,54841,v1
2020-11-22,Umbria,368,75,11572,333,11129,21769,390378,v1
2020-11-22,Abruzzo,664,72,16131,786,15395,23648,375917,v1
2020-11-22,Friuli Venezia Giulia,545,56,13051,646,12450,24658,664296,v1
2020-11-22,Lombardia,8391,949,164406,20524,155066,371610,3798851,v1
2020-11-22,Basilicata,156,23,5332,110,5153,6570,139527,v1
2020-11-22,Molise,51,11,2370,94,2308,3909,83031,v1
2020-11-22,Toscana,1785,298,52724,2216,50641,94705,1457791,v1
2020-11-22,Lazio,3298,339,82053,1978,78416,102640,2015225,v1
2020-11-22,Emilia-Romagna,2666,249,67274,5350,64359,105729,1990596,v1
2020-11-22,Veneto,2211,281,72456,3221,69964,122682,2672240,v1
2020-11-22,Liguria,1253,122,15878,2241,14503,48127,564766,v1
2020-11-22,Piemonte,5132,398,77012,5565,71482,149575,1418692,v1
2020-11-22,Puglia,1449,188,31352,1180,29715,43507,719303,v1
2020-11-22,Campania,2218,201,103481,1270,101062,136273,1432128,v1
2020-11-22,Sicilia,1597,241,37162,1186,35324,53129,882336,v1
2020-11-23,Basilicata,157,23,5372,114,5192,6628,139910,v1
2020-11-23,Calabria,435,47,10146,239,9664,14217,345039,v1
2020-11-23,PA Trento,433,43,2518,585,2042,14225,353917,v1
2020-11-23,Sardegna,512,72,12464,395,11880,18998,350220,v1
2020-11-23,PA Bolzano,473,38,11615,474,11104,21460,295974,v1
2020-11-23,Umbria,371,78,10483,337,10034,21874,390826,v1
2020-11-23,Abruzzo,672,71,16349,804,15606,24288,380408,v1
2020-11-23,Valle d'Aosta,146,13,1849,290,1690,6099,55507,v1
2020-11-23,Lombardia,8331,945,149918,20664,140642,376899,3831713,v1
2020-11-23,Marche,550,90,15462,1188,14822,26755,392339,v1
2020-11-23,Friuli Venezia Giulia,565,55,13205,673,12585,25035,667212,v1
2020-11-23,Toscana,1832,296,52419,2264,50291,96028,1468342,v1
2020-11-23,Lazio,3351,335,83889,2026,80203,104981,2035549,v1
2020-11-23,Emilia-Romagna,2738,248,69380,5384,66394,108073,2002154,v1
2020-11-23,Veneto,2280,290,73727,3258,71157,125222,2683388,v1
2020-11-23,Campania,2331,201,103509,1309,100977,138431,1447867,v1
2020-11-23,Piemonte,5112,399,76923,5646,71412,151305,1432221,v1
2020-11-23,Puglia,1499,191,31979,1220,30289,44487,723172,v1
2020-11-23,Molise,57,10,2408,95,2341,4000,84118,v1
2020-11-23,Sicilia,1604,243,37913,1227,36066,54378,890048,v1
2020-11-23,Liguria,1248,122,15321,2261,13951,48412,567597,v1
2020-11-24,Basilicata,160,19,5591,130,5412,6889,141736,v1
2020-11-24,PA Trento,436,42,2472,599,1994,14368,356152,v1
2020-11-24,Calabria,429,42,10135,243,9664,14524,348247,v1
2020-11-24,PA Bolzano,459,40,11656,490,11157,21620,297388,v1
2020-11-24,Valle d'Aosta,143,14,1767,292,1610,6172,56259,v1
2020-11-24,Umbria,368,72,10197,347,9757,22092,395479,v1
2020-11-24,Abruzzo,672,71,16656,822,15913,24822,385071,v1
2020-11-24,Friuli Venezia Giulia,561,54,13347,699,12732,25589,673076,v1
2020-11-24,Marche,555,89,15717,1201,15073,27106,394593,v1
2020-11-24,Sardegna,527,73,12562,407,11962,19288,352678,v1
2020-11-24,Lombardia,8360,932,148760,20850,139468,381785,3862746,v1
2020-11-24,Toscana,1771,296,50706,2311,48639,96990,1480155,v1
2020-11-24,Sicilia,1601,243,38199,1275,36355,55684,900011,v1
2020-11-24,Molise,61,10,2459,96,2388,4071,84812,v1
2020-11-24,Puglia,1485,205,32959,1272,31269,46054,732942,v1
2020-11-24,Piemonte,5116,404,77075,5719,71555,153375,1446757,v1
2020-11-24,Liguria,1179,121,14783,2286,13483,48921,572618,v1
2020-11-24,Veneto,2336,300,73354,3353,70718,127416,2698593,v1
2020-11-24,Emilia-Romagna,2723,243,71344,5439,68378,110571,2021756,v1
2020-11-24,Lazio,3361,345,85796,2088,82090,107490,2063500,v1
2020-11-24,Campania,2274,201,102851,1387,100376,140195,1461611,v1
2020-11-25,Basilicata,154,22,5867,133,5691,7218,144321,v1
2020-11-25,Veneto,2422,305,75138,3429,72411,130076,2714890,v1
2020-11-25,PA Bolzano,442,41,11600,498,11117,21961,300122,v1
2020-11-25,Friuli Venezia Giulia,588,54,13536,715,12894,26285,679986,v1
2020-11-25,Abruzzo,676,72,17032,831,16284,25445,389766,v1
2020-11-25,Umbria,361,70,9937,355,9506,22478,399810,v1
2020-11-25,Lombardia,8114,942,138029,21005,128973,386958,3904809,v1
2020-11-25,Sardegna,515,76,12697,413,12106,19639,356555,v1
2020-11-25,Calabria,425,43,10264,250,9796,14859,350996,v1
2020-11-25,PA Trento,421,41,2447,606,1985,14547,359553,v1
2020-11-25,Valle d'Aosta,137,16,1683,297,1530,6199,56803,v1
2020-11-25,Marche,578,94,16031,1211,15359,27554,398356,v1
2020-11-25,Liguria,1115,123,14055,2308,12817,49381,578449,v1
2020-11-25,Molise,66,10,2550,99,2474,4177,86418,v1
2020-11-25,Puglia,1483,210,34071,1302,32378,47565,742930,v1
2020-11-25,Piemonte,5095,403,77921,5803,72423,156253,1468297,v1
2020-11-25,Sicilia,1574,250,38320,1322,36496,57001,911444,v1
2020-11-25,Toscana,1754,286,49280,2378,47240,97976,1494998,v1
2020-11-25,Emilia-Romagna,2763,249,72526,5493,69514,112700,2040254,v1
2020-11-25,Lazio,3348,349,86565,2146,82868,109592,2092689,v1
2020-11-25,Campania,2282,192,102148,1434,99674,143010,1484741,v1
2020-11-26,Umbria,349,68,9434,369,9017,22821,404601,v1
2020-11-26,PA Trento,417,43,2362,615,1902,14844,363874,v1
2020-11-26,Sardegna,535,73,12971,418,12363,20044,359592,v1
2020-11-26,Lombardia,7996,934,140401,21212,131471,392655,3949040,v1
2020-11-26,Valle d'Aosta,128,17,1613,302,1468,6243,57624,v1
2020-11-26,Abruzzo,694,74,17334,851,16566,26015,394751,v1
2020-11-26,Friuli Venezia Giulia,599,55,13822,741,13168,27099,687612,v1
2020-11-26,Marche,586,90,16409,1221,15733,28073,401261,v1
2020-11-26,Basilicata,156,22,6100,136,5922,7454,146286,v1
2020-11-26,Calabria,428,45,10466,254,9993,15256,353604,v1
2020-11-26,Toscana,1712,281,48135,2450,46142,99327,1511997,v1
2020-11-26,Sicilia,1545,253,38508,1371,36710,58769,922944,v1
2020-11-26,Liguria,1075,114,13492,2322,12303,49951,584154,v1
2020-11-26,Lazio,3408,352,87303,2215,83543,111852,2118597,v1
2020-11-26,Emilia-Romagna,2679,258,71472,5548,68535,114855,2057518,v1
2020-11-26,Veneto,2447,304,75152,3501,72401,134056,2734036,v1
2020-11-26,Campania,2212,200,103384,1483,100972,146018,1508502,v1
2020-11-26,Piemonte,4992,403,78406,5875,73011,159004,1490715,v1
2020-11-26,Puglia,1577,211,34979,1354,33191,49001,752542,v1
2020-11-26,Molise,69,9,2652,103,2574,4285,87422,v1
2020-11-26,PA Bolzano,434,40,11450,509,10976,22253,302226,v1
2020-11-27,Valle d'Aosta,129,15,1547,302,1403,6344,58339,v1
2020-11-27,Calabria,432,44,10822,259,10346,15724,356751,v1
2020-11-27,Sardegna,528,71,13155,427,12556,20419,362926,v1
2020-11-27,Lombardia,7869,925,130555,21393,121761,398044,3989971,v1
2020-11-27,Basilicata,153,23,5965,139,5789,7663,148000,v1
2020-11-27,Abruzzo,689,74,17560,868,16797,26525,398946,v1
2020-11-27,Friuli Venezia Giulia,594,55,14255,776,13606,27963,694896,v1
2020-11-27,PA Bolzano,414,42,11483,520,11027,22663,304527,v1
2020-11-27,PA Trento,408,44,2309,623,1857,15073,367428,v1
2020-11-27,Umbria,353,62,9050,383,8635,23082,408556,v1
2020-11-27,Toscana,1647,278,46531,2516,44606,100444,1527078,v1
2020-11-27,Molise,62,11,2625,108,2552,4364,88429,v1
2020-11-27,Liguria,1019,109,13011,2336,11883,50557,589686,v1
2020-11-27,Veneto,2440,303,76888,3561,74145,137474,2750906,v1
2020-11-27,Marche,564,91,16843,1230,16188,28563,403262,v1
2020-11-27,Lazio,3407,355,87934,2284,84172,114128,2142893,v1
2020-11-27,Puglia,1654,201,36417,1402,34562,50738,762047,v1
2020-11-27,Sicilia,1539,250,39083,1418,37294,60335,933579,v1
2020-11-27,Campania,2188,184,103982,1546,101610,148942,1530803,v1
2020-11-27,Piemonte,4922,395,77589,5972,72272,162153,1513856,v1
2020-11-27,Emilia-Romagna,2673,250,70289,5614,67366,117019,2078822,v1
2020-11-28,Valle d'Aosta,130,14,1465,310,1321,6416,59088,v1
2020-11-28,Marche,571,85,17243,1242,16587,29036,406233,v1
2020-11-28,Lombardia,7616,919,130315,21512,121780,402659,4027257,v1
2020-11-28,Basilicata,142,22,6073,142,5909,7878,149586,v1
2020-11-28,PA Trento,404,42,2133,629,1687,15292,371382,v1
2020-11-28,Calabria,410,42,10984,272,10532,16150,359952,v1
2020-11-28,Sardegna,544,73,13119,432,12502,20730,367115,v1
2020-11-28,Friuli Venezia Giulia,604,53,13996,801,13339,29395,709897,v1
2020-11-28,Abruzzo,680,77,17762,879,17005,27056,403356,v1
2020-11-28,Emilia-Romagna,2673,245,69783,5684,66865,119184,2096063,v1
2020-11-28,Umbria,351,64,8653,389,8238,23430,412818,v1
2020-11-28,Veneto,2654,309,78572,3644,75609,140972,2769213,v1
2020-11-28,Puglia,1675,200,37654,1432,35779,52311,772079,v1
2020-11-28,Lazio,3352,356,89262,2309,85554,116198,2171386,v1
2020-11-28,Molise,59,12,2597,113,2526,4512,89970,v1
2020-11-28,Toscana,1593,279,45072,2563,43200,101640,1543449,v1
2020-11-28,Campania,2164,186,104383,1595,102033,151671,1552810,v1
2020-11-28,Piemonte,4781,384,76077,6070,70912,164310,1532290,v1
2020-11-28,Liguria,968,117,12725,2361,11640,51011,594426,v1
2020-11-28,Sicilia,1519,247,39882,1461,38116,61524,942356,v1
2020-11-28,PA Bolzano,409,36,11558,523,11113,23157,306915,v1
2020-11-29,Abruzzo,659,75,18040,886,17306,27469,407501,v1
2020-11-29,Sardegna,554,69,13399,436,12776,21146,370276,v1
2020-11-29,Calabria,405,43,11024,281,10576,16444,362488,v1
2020-11-29,PA Trento,404,44,2319,641,1871,15557,375077,v1
2020-11-29,Marche,598,85,17696,1255,17013,29554,409684,v1
2020-11-29,Lombardia,7400,907,132627,21647,124320,405862,4055691,v1
2020-11-29,Molise,61,13,2645,117,2571,4626,90959,v1
2020-11-29,Valle d'Aosta,138,13,1450,311,1299,6463,59860,v1
2020-11-29,Liguria,970,111,12606,2380,11525,51448,598285,v1
2020-11-29,Basilicata,141,25,6182,145,6016,8050,151032,v1
2020-11-29,Umbria,355,65,8443,394,8023,23740,416050,v1
2020-11-29,Sicilia,1522,241,40484,1506,38721,62548,951321,v1
2020-11-29,Friuli Venezia Giulia,620,57,14309,817,13632,30075,713195,v1
2020-11-29,Toscana,1590,278,43544,2601,41676,102548,1557825,v1
2020-11-29,Lazio,3358,355,89712,2328,85999,118191,2194299,v1
2020-11-29,Piemonte,4734,385,76984,6154,71865,166331,1546447,v1
2020-11-29,PA Bolzano,420,36,11337,530,10881,23594,310397,v1
2020-11-29,Campania,2165,183,104786,1631,102438,153693,1571873,v1
2020-11-29,Puglia,1675,212,38244,1453,36357,53218,780364,v1
2020-11-29,Emilia-Romagna,2668,245,70229,5714,67316,121032,2109497,v1
2020-11-29,Veneto,2442,311,79711,3677,76958,143589,2782454,v1
2020-11-30,Liguria,997,113,12216,2387,11106,51684,600386,v1
2020-11-30,PA Bolzano,428,37,11322,531,10857,23777,311399,v1
2020-11-30,Campania,2141,182,104527,1673,102204,155319,1586159,v1
2020-11-30,Veneto,2460,320,80665,3711,77885,145592,2791439,v1
2020-11-30,Emilia-Romagna,2755,249,71734,5753,68730,123073,2120489,v1
2020-11-30,Lazio,3384,350,90201,2367,86467,119780,2214307,v1
2020-11-30,Toscana,1584,278,42026,2641,40164,103441,1568208,v1
2020-11-30,Valle d'Aosta,124,11,1317,315,1182,6510,60435,v1
2020-11-30,Sicilia,1547,226,40624,1555,38851,63686,959923,v1
2020-11-30,Puglia,1692,209,38772,1483,36871,54320,784515,v1
2020-11-30,Friuli Venezia Giulia,633,55,14515,838,13827,30650,720175,v1
2020-11-30,Calabria,400,42,10970,295,10528,16714,364247,v1
2020-11-30,Abruzzo,714,76,18192,893,17402,28024,411685,v1
2020-11-30,Piemonte,4737,388,74943,6239,69818,167516,1558737,v1
2020-11-30,Lombardia,7433,906,125408,21855,117069,407791,4072678,v1
2020-11-30,Molise,62,14,2720,118,2644,4713,91865,v1
2020-11-30,PA Trento,415,44,2448,654,1989,15733,375814,v1
2020-11-30,Sardegna,580,70,13528,444,12878,21475,372806,v1
2020-11-30,Marche,585,87,17916,1264,17244,29806,411597,v1
2020-11-30,Umbria,366,65,8235,407,7804,23808,416530,v1
2020-11-30,Basilicata,150,22,6192,153,6020,8142,151705,v1
2020-12-01,Liguria,1003,105,12150,2404,11042,52023,604686,v1
2020-12-01,Emilia-Romagna,2729,247,71842,5805,68866,124541,2137305,v1
2020-12-01,Puglia,1693,218,39766,1517,37855,55979,794335,v1
2020-12-01,Campania,2099,179,102879,1721,100601,156432,1595400,v1
2020-12-01,Toscana,1563,267,40201,2673,38371,104099,1578009,v1
2020-12-01,Lazio,3241,352,90938,2431,87345,121449,2241091,v1
2020-12-01,Abruzzo,697,76,18188,906,17415,28420,415586,v1
2020-12-01,Basilicata,157,21,6280,153,6102,8298,153181,v1
2020-12-01,Calabria,417,40,10969,301,10512,17032,366545,v1
2020-12-01,Piemonte,4652,377,72269,6303,67240,169133,1575753,v1
2020-12-01,Umbria,361,64,7680,415,7255,23952,420906,v1
2020-12-01,PA Bolzano,414,34,11299,534,10851,23871,312584,v1
2020-12-01,Sardegna,583,68,13626,449,12975,21895,376134,v1
2020-12-01,Lombardia,7342,876,121033,22104,112815,411839,4107489,v1
2020-12-01,PA Trento,406,44,2450,662,2000,15889,377839,v1
2020-12-01,Molise,64,13,2711,120,2634,4773,92658,v1
2020-12-01,Marche,586,86,18204,1276,17532,30143,413946,v1
2020-12-01,Friuli Venezia Giulia,637,62,14468,863,13769,31386,727045,v1
2020-12-01,Sicilia,1517,220,40730,1589,38993,65085,970696,v1
2020-12-01,Valle d'Aosta,123,13,1265,317,1129,6535,60913,v1
2020-12-01,Veneto,2527,301,80997,3818,78169,148127,2805098,v1
2020-12-02,Piemonte,4596,382,70887,6360,65909,170701,1593650,v1
2020-12-02,Friuli Venezia Giulia,652,58,14693,889,13983,32198,734865,v1
2020-12-02,Liguria,963,102,11999,2423,10934,52372,609306,v1
2020-12-02,Lazio,3282,350,91904,2476,88272,123240,2265780,v1
2020-12-02,Sardegna,577,66,13883,453,13240,22340,379431,v1
2020-12-02,Calabria,411,36,10890,310,10443,17262,369710,v1
2020-12-02,Toscana,1514,271,37525,2718,35740,104875,1591558,v1
2020-12-02,Molise,65,9,2583,127,2509,4868,93645,v1
2020-12-02,Valle d'Aosta,122,13,1206,322,1071,6577,61373,v1
2020-12-02,Lombardia,7222,855,118796,22279,110719,415264,4143566,v1
2020-12-02,Basilicata,158,21,6357,153,6178,8455,154957,v1
2020-12-02,Sicilia,1494,220,39731,1616,38017,66568,982232,v1
2020-12-02,PA Bolzano,416,33,11329,542,10880,24188,314595,v1
2020-12-02,Emilia-Romagna,2692,247,71305,5874,68366,126110,2156981,v1
2020-12-02,Veneto,2519,308,68792,3887,65965,150909,2819945,v1
2020-12-02,Campania,2064,173,102495,1764,100258,158274,1615159,v1
2020-12-02,PA Trento,412,47,2459,665,2000,16167,381544,v1
2020-12-02,Puglia,1685,204,40760,1546,38871,57647,804028,v1
2020-12-02,Abruzzo,703,74,17984,927,17207,28801,419970,v1
2020-12-02,Umbria,342,62,7083,425,6679,24230,424921,v1
2020-12-02,Marche,565,85,18569,1289,17919,30564,417126,v1
2020-12-03,PA Trento,404,45,2532,674,2083,16406,385118,v6
2020-12-03,Sardegna,593,66,14220,462,13561,22878,384979,v6
